路段,道路,起點,終點,lat,lon
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.657047,120.2815747
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6572683,120.2816033
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6564305,120.2815223
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6563029,120.281513
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6562207,120.2815069
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6549643,120.2814352
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6549238,120.2814337
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6548079,120.2814247
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6586818,120.2820166
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6587977,120.2820772
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6588245,120.2820912
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6594181,120.2824153
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6597837,120.2826258
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6599024,120.2826942
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6586818,120.2820166
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6586023,120.2819808
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6585776,120.2819717
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6580129,120.281765
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6576169,120.281647
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6573438,120.2816128
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6572683,120.2816033
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6548079,120.2814247
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6549238,120.2814337
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6549643,120.2814352
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6562207,120.2815069
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6563029,120.281513
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6564305,120.2815223
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6548079,120.2814247
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6546999,120.2814129
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6546519,120.2814103
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6543761,120.2813981
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6541559,120.2813861
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6538665,120.2813703
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6538264,120.2813681
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6537125,120.2813654
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6614339,120.2837167
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6615955,120.2838256
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6616223,120.2838437
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6627819,120.2846253
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6628113,120.2846462
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6629375,120.2847358
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6614339,120.2837167
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6613186,120.2836431
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6612953,120.2836282
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6606729,120.2832288
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6572683,120.2816033
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6573438,120.2816128
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6576169,120.281647
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6580129,120.281765
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6585776,120.2819717
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6586023,120.2819808
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6586818,120.2820166
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6572683,120.2816033
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.657047,120.2815747
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6568733,120.2815522
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6566292,120.2815357
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.656547,120.2815302
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6564305,120.2815223
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6599024,120.2826942
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.66006,120.2828036
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6606729,120.2832288
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6599024,120.2826942
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6597837,120.2826258
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6594181,120.2824153
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6588245,120.2820912
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6587977,120.2820772
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6586818,120.2820166
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6629375,120.2847358
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6630333,120.2848007
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6630642,120.2848216
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6637529,120.2852884
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6642988,120.2856585
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6643315,120.2856807
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6644269,120.2857453
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6629375,120.2847358
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6628113,120.2846462
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6627819,120.2846253
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6616223,120.2838437
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6615955,120.2838256
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6614339,120.2837167
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6644269,120.2857453
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6645108,120.2858045
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6645661,120.2858396
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6648545,120.286035
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6655662,120.2865174
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6656466,120.2865719
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6656909,120.2866019
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6664218,120.2870974
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6664804,120.2871371
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.666524,120.2871666
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6668398,120.2873807
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6672221,120.2876398
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6644269,120.2857453
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6643315,120.2856807
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6642988,120.2856585
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6637529,120.2852884
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6630642,120.2848216
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6630333,120.2848007
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6629375,120.2847358
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.649888,120.2811193
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6500025,120.2811236
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.650064,120.2811257
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6504547,120.2811629
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.650821,120.2811848
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6512397,120.2812052
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6513456,120.2812103
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.649888,120.2811193
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6498095,120.2811147
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6497425,120.2811133
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6489743,120.2810813
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6489144,120.2810789
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6488673,120.2810769
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6488673,120.2810769
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6489144,120.2810789
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6489743,120.2810813
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6497425,120.2811133
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6498095,120.2811147
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.649888,120.2811193
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6488673,120.2810769
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6487767,120.2810718
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6487287,120.2810692
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6485901,120.2810614
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6483458,120.281043
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6479652,120.2810167
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6476282,120.2809926
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6475876,120.28099
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6474908,120.2809892
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6513456,120.2812103
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6514956,120.2812219
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6516226,120.2812331
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6513456,120.2812103
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6512397,120.2812052
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.650821,120.2811848
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6504547,120.2811629
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.650064,120.2811257
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6500025,120.2811236
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.649888,120.2811193
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6537125,120.2813654
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6538264,120.2813681
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6538665,120.2813703
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6541559,120.2813861
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6543761,120.2813981
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6546519,120.2814103
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6546999,120.2814129
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6548079,120.2814247
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6537125,120.2813654
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6536034,120.2813585
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.653575,120.2813568
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6517441,120.2812417
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6516226,120.2812331
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6672221,120.2876398
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6675184,120.2878406
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6672221,120.2876398
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6668398,120.2873807
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.666524,120.2871666
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6664804,120.2871371
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6664218,120.2870974
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6656909,120.2866019
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6656466,120.2865719
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6655662,120.2865174
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6648545,120.286035
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6645661,120.2858396
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6645108,120.2858045
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6644269,120.2857453
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6675184,120.2878406
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6672221,120.2876398
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6675184,120.2878406
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6676513,120.2879306
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6676952,120.2879604
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6677946,120.2880278
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6606729,120.2832288
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6612953,120.2836282
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6613186,120.2836431
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6614339,120.2837167
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6606729,120.2832288
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.66006,120.2828036
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6599024,120.2826942
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6516226,120.2812331
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6517441,120.2812417
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.653575,120.2813568
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6536034,120.2813585
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6537125,120.2813654
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6516226,120.2812331
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6514956,120.2812219
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6513456,120.2812103
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6474908,120.2809892
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6475876,120.28099
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6476282,120.2809926
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6479652,120.2810167
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6483458,120.281043
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6485901,120.2810614
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6487287,120.2810692
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6487767,120.2810718
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6488673,120.2810769
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6474908,120.2809892
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6473783,120.2809849
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6473487,120.280984
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6467034,120.2809399
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6466389,120.2809361
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6465626,120.2809331
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6460133,120.2809076
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6459616,120.2809052
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6458285,120.2808913
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6437245,120.2805951
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6437974,120.2806052
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6438297,120.2806083
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6446055,120.280713
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6446711,120.2807219
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6455313,120.2808513
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6456233,120.2808636
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6457627,120.2808824
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6458285,120.2808913
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6455313,120.2808513
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6454028,120.2808371
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.645366,120.2808331
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6451371,120.2808029
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6447659,120.2807384
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6446711,120.2807219
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6458285,120.2808913
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6459616,120.2809052
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6460133,120.2809076
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6465626,120.2809331
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6466389,120.2809361
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6467034,120.2809399
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6473487,120.280984
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6473783,120.2809849
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6474908,120.2809892
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6458285,120.2808913
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6457627,120.2808824
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6456233,120.2808636
翠華路 翠華-大中高架北上,翠華路,翠華,大中高架北上,22.6455313,120.2808513
